"ID","INCOME_RANGE_CODE","EMPLOYMENT_LVL_CODE","ENGLISH_LANGUAGE_NATIVE","HIGHEST_ED_LVL_CODE_MOTHER","HIGHEST_ED_LVL_CODE_FATHER"
7856,"04-LT55K","3","Y","01-HS_DNF","02-HS_GRAD"
7690,"04-LT55K","3","Y","02-HS_GRAD","01-HS_DNF"
5025,"07-LT100K","3","Y","02-HS_GRAD","02-HS_GRAD"
1650,"05-LT70K","3","Y","06-MASTER","06-MASTER"
5457,"07-LT100K","2","Y","04-ASSOC","01-HS_DNF"
3990,"05-LT70K",NA,"Y","02-HS_GRAD","02-HS_GRAD"
3382,"03-LT45K","3","Y","03-SOMECOL","02-HS_GRAD"
600,"07-LT100K","3","Y","02-HS_GRAD","05-BACC"
3282,"05-LT70K","3","N","05-BACC","05-BACC"
8355,"05-LT70K",NA,"N","02-HS_GRAD","03-SOMECOL"
8194,"07-LT100K","3","Y","05-BACC","06-MASTER"
5558,"07-LT100K","3","Y","02-HS_GRAD","02-HS_GRAD"
2201,"03-LT45K","1","Y","03-SOMECOL","02-HS_GRAD"
8301,"09-GE120K","3","Y","04-ASSOC","06-MASTER"
3250,"02-LT35K","3","Y","02-HS_GRAD","02-HS_GRAD"
773,"03-LT45K","1","Y","04-ASSOC","03-SOMECOL"
5930,"02-LT35K","2","Y","02-HS_GRAD","01-HS_DNF"
9131,"07-LT100K","1","Y","02-HS_GRAD","00-UNKNOWN"
3445,"03-LT45K","4","Y","05-BACC","06-MASTER"
9256,"09-GE120K","1","Y","05-BACC","03-SOMECOL"
5683,"03-LT45K","1","Y","02-HS_GRAD","02-HS_GRAD"
6839,"06-LT85K","3","Y","05-BACC","01-HS_DNF"
9230,"05-LT70K","3","Y","03-SOMECOL","03-SOMECOL"
374,"05-LT70K","3","Y","03-SOMECOL","05-BACC"
4114,"01-LT25K","1","Y","03-SOMECOL","03-SOMECOL"
551,"08-LT120K","1","Y","02-HS_GRAD","02-HS_GRAD"
7247,"06-LT85K","2","Y","01-HS_DNF","01-HS_DNF"
1772,"07-LT100K","3","Y","03-SOMECOL","07-DOCTOR"
7919,"05-LT70K","3","Y","06-MASTER","02-HS_GRAD"
1315,"09-GE120K","1","Y","02-HS_GRAD","02-HS_GRAD"
9588,"08-LT120K","3","Y","02-HS_GRAD","03-SOMECOL"
4309,"06-LT85K","3","Y","00-UNKNOWN","00-UNKNOWN"
2994,"05-LT70K","3","Y","02-HS_GRAD","02-HS_GRAD"
6562,"03-LT45K","3","Y","01-HS_DNF","00-UNKNOWN"
525,"05-LT70K","3","Y","05-BACC","05-BACC"
6967,"03-LT45K","3","Y","02-HS_GRAD","02-HS_GRAD"
5162,"04-LT55K","3","Y","03-SOMECOL","03-SOMECOL"
4546,"05-LT70K","3","Y","06-MASTER","05-BACC"
3620,"03-LT45K","3","N","03-SOMECOL","06-MASTER"
6603,"09-GE120K","3","Y","03-SOMECOL","02-HS_GRAD"
5555,"01-LT25K","1","Y","02-HS_GRAD","04-ASSOC"
4732,"05-LT70K","3","Y","01-HS_DNF","03-SOMECOL"
9780,"04-LT55K","3","Y","02-HS_GRAD","02-HS_GRAD"
7012,"03-LT45K","1","Y","04-ASSOC","07-DOCTOR"
217,"03-LT45K","3","Y","04-ASSOC","04-ASSOC"
4478,"05-LT70K","3","Y","02-HS_GRAD","03-SOMECOL"
4606,"04-LT55K","2","Y","05-BACC","03-SOMECOL"
8133,"01-LT25K","2","Y","02-HS_GRAD","03-SOMECOL"
3810,"04-LT55K","2","Y","02-HS_GRAD","01-HS_DNF"
121,"07-LT100K","1","Y","02-HS_GRAD","02-HS_GRAD"
9612,"09-GE120K","3","N","01-HS_DNF","01-HS_DNF"
5970,"02-LT35K","3","Y","01-HS_DNF","01-HS_DNF"
1094,"03-LT45K","3","Y","02-HS_GRAD","02-HS_GRAD"
5117,"07-LT100K","3","Y","05-BACC","05-BACC"
6025,"06-LT85K","3","Y","03-SOMECOL","01-HS_DNF"
3909,"02-LT35K","3","Y","04-ASSOC","04-ASSOC"
5775,"05-LT70K","2","Y","02-HS_GRAD","01-HS_DNF"
592,"03-LT45K","1",NA,"02-HS_GRAD","03-SOMECOL"
1502,"03-LT45K","3","Y","00-UNKNOWN","00-UNKNOWN"
5884,"03-LT45K","3","Y","04-ASSOC","05-BACC"
5928,"09-GE120K","3","Y","01-HS_DNF","02-HS_GRAD"
3313,"04-LT55K","3","Y","02-HS_GRAD","02-HS_GRAD"
3300,"06-LT85K",NA,"Y","02-HS_GRAD","02-HS_GRAD"
4697,"04-LT55K","3","Y","05-BACC","05-BACC"
9455,"04-LT55K","3","Y","02-HS_GRAD","03-SOMECOL"
4882,"05-LT70K","3","Y","02-HS_GRAD","01-HS_DNF"
6944,"06-LT85K","3","Y","03-SOMECOL","02-HS_GRAD"
7942,"04-LT55K","3","Y","04-ASSOC","02-HS_GRAD"
745,"04-LT55K","3","Y","00-UNKNOWN","00-UNKNOWN"
2422,"04-LT55K","3","Y","02-HS_GRAD","02-HS_GRAD"
4326,"08-LT120K","3","Y","03-SOMECOL","05-BACC"
5118,"04-LT55K","3","N","07-DOCTOR","05-BACC"
7396,"04-LT55K","3","Y","04-ASSOC","00-UNKNOWN"
1389,"02-LT35K","3","Y","06-MASTER","06-MASTER"
3883,"05-LT70K","3","Y","03-SOMECOL","04-ASSOC"
3123,"04-LT55K","3","Y","02-HS_GRAD","04-ASSOC"
6730,"04-LT55K","3","Y","04-ASSOC","02-HS_GRAD"
7027,"04-LT55K","2","Y","02-HS_GRAD","01-HS_DNF"
5369,"02-LT35K","3","Y","07-DOCTOR","04-ASSOC"
4987,"02-LT35K","3","Y","01-HS_DNF","02-HS_GRAD"
1178,"02-LT35K","3","Y","06-MASTER","05-BACC"
5391,"02-LT35K","3","Y","03-SOMECOL","00-UNKNOWN"
5633,"03-LT45K",NA,"N","04-ASSOC","04-ASSOC"
2173,"01-LT25K","3","Y","01-HS_DNF","01-HS_DNF"
3393,"04-LT55K","3","Y","04-ASSOC","02-HS_GRAD"
8557,"04-LT55K","3","Y","05-BACC","05-BACC"
177,NA,NA,"Y",NA,NA
7948,"08-LT120K","3","Y","01-HS_DNF","01-HS_DNF"
9330,"02-LT35K","3","Y","05-BACC","03-SOMECOL"
9947,"02-LT35K","3","Y","05-BACC","05-BACC"
2610,"02-LT35K","3","Y","03-SOMECOL","03-SOMECOL"
4577,"07-LT100K","3","Y","04-ASSOC","06-MASTER"
6341,"05-LT70K","3","Y","02-HS_GRAD","02-HS_GRAD"
6340,"06-LT85K","3","Y","05-BACC","04-ASSOC"
1417,"04-LT55K","3","Y","01-HS_DNF","01-HS_DNF"
8881,NA,NA,"Y","02-HS_GRAD","02-HS_GRAD"
1597,"07-LT100K","3","Y","02-HS_GRAD","02-HS_GRAD"
4983,"09-GE120K","3","Y","00-UNKNOWN","00-UNKNOWN"
1963,"05-LT70K","3","Y","03-SOMECOL","06-MASTER"
603,"06-LT85K","3","N","01-HS_DNF","01-HS_DNF"
5145,"06-LT85K",NA,"Y","02-HS_GRAD","02-HS_GRAD"
5865,"07-LT100K","3","Y","05-BACC","05-BACC"
1128,"04-LT55K","3","Y","05-BACC","05-BACC"
2144,"09-GE120K","3","Y","02-HS_GRAD","02-HS_GRAD"
4896,"02-LT35K","3","Y","04-ASSOC","01-HS_DNF"
9772,"08-LT120K","3","Y","02-HS_GRAD","05-BACC"
9215,"02-LT35K","3","N","05-BACC","00-UNKNOWN"
4885,"07-LT100K","3","Y","02-HS_GRAD","02-HS_GRAD"
3957,"02-LT35K","2","Y","02-HS_GRAD","01-HS_DNF"
51,"06-LT85K",NA,"Y","02-HS_GRAD","02-HS_GRAD"
3273,"02-LT35K","3","Y","02-HS_GRAD","03-SOMECOL"
2850,"04-LT55K","1","Y","04-ASSOC","04-ASSOC"
6139,"02-LT35K","3","Y","03-SOMECOL","02-HS_GRAD"
8994,"03-LT45K","1","Y","01-HS_DNF","02-HS_GRAD"
5058,"06-LT85K","3","Y","03-SOMECOL","01-HS_DNF"
1795,"04-LT55K","3","Y","03-SOMECOL","03-SOMECOL"
2710,"04-LT55K","3","Y","06-MASTER","03-SOMECOL"
8429,"03-LT45K","1","N","03-SOMECOL","03-SOMECOL"
2843,"03-LT45K","3","Y","02-HS_GRAD","03-SOMECOL"
3877,"04-LT55K","3","Y","03-SOMECOL","03-SOMECOL"
838,"06-LT85K","3","Y","02-HS_GRAD","02-HS_GRAD"
7132,"09-GE120K","3","Y","03-SOMECOL","04-ASSOC"
8433,"06-LT85K","3","Y","02-HS_GRAD","02-HS_GRAD"
3535,"02-LT35K","3","Y","02-HS_GRAD","01-HS_DNF"
5593,"05-LT70K","3","Y","02-HS_GRAD","02-HS_GRAD"
8025,"09-GE120K","3","Y","01-HS_DNF","01-HS_DNF"
7270,"06-LT85K",NA,"Y","04-ASSOC","04-ASSOC"
4793,"03-LT45K","3","Y","02-HS_GRAD","01-HS_DNF"
3732,"01-LT25K","1","N","02-HS_GRAD","02-HS_GRAD"
2713,"04-LT55K","3","Y","01-HS_DNF","05-BACC"
704,"03-LT45K","3","Y","04-ASSOC","02-HS_GRAD"
3601,"06-LT85K","3","Y","02-HS_GRAD","02-HS_GRAD"
6670,"03-LT45K","3","Y","02-HS_GRAD","02-HS_GRAD"
1319,"03-LT45K","2","N","03-SOMECOL","07-DOCTOR"
67,"09-GE120K","1","Y","05-BACC","05-BACC"
952,"03-LT45K","3","Y","03-SOMECOL","04-ASSOC"
8123,"05-LT70K","3","Y","03-SOMECOL","05-BACC"
9752,"06-LT85K","3","N","03-SOMECOL","02-HS_GRAD"
2414,NA,"3","N",NA,NA
8576,"06-LT85K","2","Y","04-ASSOC","04-ASSOC"
2449,"04-LT55K","1","Y","02-HS_GRAD","02-HS_GRAD"
8641,"02-LT35K","3","Y","02-HS_GRAD","05-BACC"
6716,"05-LT70K","3","Y","03-SOMECOL","02-HS_GRAD"
6531,"06-LT85K","3","Y","07-DOCTOR","07-DOCTOR"
6514,"07-LT100K","3","Y","01-HS_DNF","00-UNKNOWN"
7578,"03-LT45K","3","Y","03-SOMECOL","01-HS_DNF"
6126,"05-LT70K","3","Y","05-BACC","05-BACC"
8178,"04-LT55K","3","Y","01-HS_DNF","05-BACC"
9763,"02-LT35K","3","Y","03-SOMECOL","03-SOMECOL"
3568,"06-LT85K","3","Y","01-HS_DNF","03-SOMECOL"
8326,"05-LT70K","3","Y","06-MASTER","01-HS_DNF"
3787,"07-LT100K","3","Y","02-HS_GRAD","01-HS_DNF"
1338,"06-LT85K","1","Y","05-BACC","06-MASTER"
9362,"07-LT100K","3","Y","02-HS_GRAD","05-BACC"
6809,NA,"3","Y","01-HS_DNF","01-HS_DNF"
7745,"04-LT55K","3","N","02-HS_GRAD","00-UNKNOWN"
5183,"05-LT70K","3","Y","02-HS_GRAD","02-HS_GRAD"
4313,"03-LT45K","3","Y","02-HS_GRAD","01-HS_DNF"
8091,"05-LT70K","3","Y","01-HS_DNF","03-SOMECOL"
781,"05-LT70K","3","Y","02-HS_GRAD","02-HS_GRAD"
6458,"01-LT25K","3","Y","01-HS_DNF","02-HS_GRAD"
2146,"02-LT35K","1","Y","05-BACC","05-BACC"
5897,"03-LT45K","3","Y","01-HS_DNF","01-HS_DNF"
7468,"05-LT70K","3","Y","05-BACC","05-BACC"
2788,"05-LT70K","3","Y","02-HS_GRAD","02-HS_GRAD"
1173,"06-LT85K","3","Y","03-SOMECOL","02-HS_GRAD"
6831,"04-LT55K","3","Y","02-HS_GRAD","02-HS_GRAD"
9002,"05-LT70K","3","Y","03-SOMECOL","03-SOMECOL"
1997,"04-LT55K","3","N","01-HS_DNF","01-HS_DNF"
8986,"05-LT70K","2","Y","05-BACC","02-HS_GRAD"
867,"04-LT55K","3","Y","01-HS_DNF","00-UNKNOWN"
9320,"09-GE120K",NA,"Y","02-HS_GRAD","02-HS_GRAD"
9209,"04-LT55K","3","Y","02-HS_GRAD","02-HS_GRAD"
9479,"03-LT45K","3","Y","02-HS_GRAD","05-BACC"
471,"01-LT25K","3","Y","02-HS_GRAD","02-HS_GRAD"
9163,"01-LT25K","1","Y","03-SOMECOL","01-HS_DNF"
2339,"05-LT70K","3","Y","02-HS_GRAD","02-HS_GRAD"
6144,"01-LT25K","1","Y","04-ASSOC","02-HS_GRAD"
8233,"05-LT70K","3",NA,"02-HS_GRAD","00-UNKNOWN"
9499,"05-LT70K","3","Y","01-HS_DNF","00-UNKNOWN"
5460,NA,"1","N","02-HS_GRAD","02-HS_GRAD"
534,"03-LT45K",NA,"Y","04-ASSOC","06-MASTER"
671,"09-GE120K","1","Y","02-HS_GRAD","02-HS_GRAD"
2382,"03-LT45K","3","Y","01-HS_DNF","01-HS_DNF"
8610,"02-LT35K","2","Y","00-UNKNOWN","00-UNKNOWN"
5585,"05-LT70K","3","Y","02-HS_GRAD","03-SOMECOL"
9692,"03-LT45K","2","Y","01-HS_DNF","02-HS_GRAD"
3120,"01-LT25K","2","Y","02-HS_GRAD","02-HS_GRAD"
1628,"03-LT45K","1","Y","05-BACC","07-DOCTOR"
3466,"09-GE120K","3","Y","05-BACC","07-DOCTOR"
2613,"03-LT45K","3","Y","01-HS_DNF","01-HS_DNF"
6427,"02-LT35K","3","Y","05-BACC","04-ASSOC"
514,"07-LT100K",NA,"N","01-HS_DNF","01-HS_DNF"
9813,"03-LT45K","3","Y","03-SOMECOL","06-MASTER"
682,"01-LT25K","2","N","02-HS_GRAD","03-SOMECOL"
9786,"07-LT100K","3","Y","03-SOMECOL","05-BACC"
4673,"04-LT55K","1","Y","02-HS_GRAD","02-HS_GRAD"
9482,"04-LT55K","2","Y","05-BACC","03-SOMECOL"
284,"06-LT85K","3","Y","03-SOMECOL","01-HS_DNF"
4672,"03-LT45K","3","Y","00-UNKNOWN","00-UNKNOWN"
5773,"01-LT25K","2","Y","05-BACC","02-HS_GRAD"
8487,"04-LT55K","3","Y","02-HS_GRAD","05-BACC"
6827,"03-LT45K","3","Y","02-HS_GRAD","00-UNKNOWN"
7023,"05-LT70K","3","Y","04-ASSOC","02-HS_GRAD"
3968,"05-LT70K","3","Y","02-HS_GRAD","02-HS_GRAD"
6467,"03-LT45K","3","Y","02-HS_GRAD","02-HS_GRAD"
8756,"02-LT35K","2","N","03-SOMECOL","03-SOMECOL"
8658,"06-LT85K",NA,"Y","02-HS_GRAD","02-HS_GRAD"
4757,"03-LT45K","3","Y","07-DOCTOR","07-DOCTOR"
719,"02-LT35K","3","Y","06-MASTER","06-MASTER"
9685,"04-LT55K","3","Y","04-ASSOC","02-HS_GRAD"
732,"04-LT55K","3","Y","02-HS_GRAD","05-BACC"
1741,"04-LT55K","3","Y","02-HS_GRAD","02-HS_GRAD"
7666,"02-LT35K","1","Y","05-BACC","03-SOMECOL"
6335,"03-LT45K","3","Y","06-MASTER","07-DOCTOR"
6857,"08-LT120K","3","Y","05-BACC","00-UNKNOWN"
6501,"03-LT45K","3","Y","07-DOCTOR","06-MASTER"
381,"06-LT85K","3","Y","05-BACC","02-HS_GRAD"
709,"03-LT45K","1","N","01-HS_DNF","01-HS_DNF"
7350,"03-LT45K","1","Y","05-BACC","05-BACC"
7015,"08-LT120K","3","Y","01-HS_DNF","02-HS_GRAD"
7523,"06-LT85K","3","Y","06-MASTER","06-MASTER"
6535,"02-LT35K","2","Y","01-HS_DNF","01-HS_DNF"
8603,"05-LT70K","3","Y","02-HS_GRAD","06-MASTER"
9770,"04-LT55K","3","Y","03-SOMECOL","02-HS_GRAD"
6077,"08-LT120K","3","Y","02-HS_GRAD","05-BACC"
1453,NA,"2","Y","06-MASTER","06-MASTER"
7198,"02-LT35K","3","Y","03-SOMECOL","03-SOMECOL"
7004,"02-LT35K",NA,"Y","02-HS_GRAD","03-SOMECOL"
7082,"09-GE120K","3","Y","05-BACC","05-BACC"
7946,"04-LT55K","3","Y","03-SOMECOL","02-HS_GRAD"
8705,"07-LT100K","3","Y","01-HS_DNF","01-HS_DNF"
1717,"03-LT45K","1","N","00-UNKNOWN","01-HS_DNF"
4833,"01-LT25K","1","Y","02-HS_GRAD","02-HS_GRAD"
9277,"05-LT70K","3","Y","04-ASSOC","02-HS_GRAD"
9649,"01-LT25K","2","Y","04-ASSOC","04-ASSOC"
7882,"07-LT100K","3","Y","01-HS_DNF","05-BACC"
928,"02-LT35K","3","Y","03-SOMECOL","00-UNKNOWN"
4641,"05-LT70K","3","Y","02-HS_GRAD","02-HS_GRAD"
2668,"05-LT70K","3",NA,"02-HS_GRAD","02-HS_GRAD"
9664,"03-LT45K","3","Y","04-ASSOC","02-HS_GRAD"
2069,"04-LT55K","3","Y","02-HS_GRAD","02-HS_GRAD"
7500,"06-LT85K","3","Y","02-HS_GRAD","02-HS_GRAD"
9776,"03-LT45K","3","N","02-HS_GRAD","02-HS_GRAD"
8367,"02-LT35K","2","Y","01-HS_DNF","00-UNKNOWN"
9386,"04-LT55K","3","Y","03-SOMECOL","02-HS_GRAD"
3317,"08-LT120K","3","Y","03-SOMECOL","02-HS_GRAD"
9815,"06-LT85K","3","Y","03-SOMECOL","03-SOMECOL"
7199,"02-LT35K","2","Y","02-HS_GRAD","05-BACC"
9378,"04-LT55K","3","Y","04-ASSOC","02-HS_GRAD"
1,"07-LT100K","3","Y","02-HS_GRAD","05-BACC"
6924,"03-LT45K","3","Y","02-HS_GRAD","02-HS_GRAD"
7079,"03-LT45K","2","Y","02-HS_GRAD","02-HS_GRAD"
4501,"04-LT55K","3","Y","02-HS_GRAD","02-HS_GRAD"
6373,"03-LT45K","3","Y","03-SOMECOL","03-SOMECOL"
9915,"05-LT70K","3","N","01-HS_DNF","01-HS_DNF"
4224,"01-LT25K","1","Y","03-SOMECOL","05-BACC"
9557,"09-GE120K","3","Y","03-SOMECOL","07-DOCTOR"
7049,"03-LT45K","3","Y","06-MASTER","05-BACC"
4051,"07-LT100K","3","Y","02-HS_GRAD","02-HS_GRAD"
1883,"05-LT70K","3","Y","02-HS_GRAD","04-ASSOC"
7124,"03-LT45K","3","Y","00-UNKNOWN","02-HS_GRAD"
5294,"01-LT25K","1","Y","03-SOMECOL","02-HS_GRAD"
6436,"04-LT55K","3","Y","03-SOMECOL","05-BACC"
6585,"01-LT25K","2","N","07-DOCTOR","07-DOCTOR"
9680,"06-LT85K","3","Y","00-UNKNOWN","00-UNKNOWN"
2920,"03-LT45K","3","Y","03-SOMECOL","03-SOMECOL"
7621,"04-LT55K","4","Y","04-ASSOC","02-HS_GRAD"
6189,"04-LT55K","2","Y","04-ASSOC","04-ASSOC"
3901,"09-GE120K","3","N","03-SOMECOL","05-BACC"
2120,"06-LT85K","3","Y","03-SOMECOL","05-BACC"
3471,"01-LT25K","3","Y","03-SOMECOL","02-HS_GRAD"
2681,"01-LT25K","1","Y","03-SOMECOL","01-HS_DNF"
5462,"01-LT25K","3","N","05-BACC","05-BACC"
2195,"05-LT70K",NA,"Y","02-HS_GRAD","04-ASSOC"
1820,"05-LT70K","2","Y","05-BACC","05-BACC"
5891,"02-LT35K","3","Y","05-BACC","05-BACC"
8209,"01-LT25K","1","Y","02-HS_GRAD","02-HS_GRAD"
3707,"03-LT45K","3","Y","05-BACC","05-BACC"
7229,"09-GE120K","3","Y","05-BACC","03-SOMECOL"
8149,"02-LT35K","3","Y","05-BACC","03-SOMECOL"
2495,"04-LT55K","3","N","05-BACC","05-BACC"
1420,"07-LT100K","3","Y","03-SOMECOL","03-SOMECOL"
5804,"04-LT55K","3","Y","02-HS_GRAD","05-BACC"
6381,"02-LT35K","2","Y","01-HS_DNF","02-HS_GRAD"
4899,"03-LT45K","3","Y","03-SOMECOL","02-HS_GRAD"
8955,"08-LT120K","3","Y","01-HS_DNF","01-HS_DNF"
9474,"06-LT85K","3","Y","03-SOMECOL","07-DOCTOR"
1469,"02-LT35K","2","N","00-UNKNOWN","00-UNKNOWN"
7711,"06-LT85K","1","Y","04-ASSOC","04-ASSOC"
3588,"01-LT25K","1","Y","07-DOCTOR","05-BACC"
3549,"06-LT85K","3","Y","02-HS_GRAD","04-ASSOC"
897,"06-LT85K","3","Y","02-HS_GRAD","02-HS_GRAD"
8588,"03-LT45K","3","Y","02-HS_GRAD","02-HS_GRAD"
2799,"04-LT55K","2","N","01-HS_DNF","01-HS_DNF"
77,"05-LT70K","3","Y","04-ASSOC","05-BACC"
7173,"03-LT45K","3","Y","04-ASSOC","02-HS_GRAD"
786,"04-LT55K","2","Y","02-HS_GRAD","02-HS_GRAD"
4973,"06-LT85K","3","Y","05-BACC","05-BACC"
3476,"05-LT70K","3","Y","02-HS_GRAD","02-HS_GRAD"
5577,"02-LT35K","2","Y","02-HS_GRAD","05-BACC"
5615,"02-LT35K","3","Y","02-HS_GRAD","02-HS_GRAD"
7597,"04-LT55K","3","Y","05-BACC","05-BACC"
9803,"03-LT45K","3","Y","03-SOMECOL","03-SOMECOL"
151,"04-LT55K","3","Y","03-SOMECOL","03-SOMECOL"
2857,"07-LT100K","3","Y","02-HS_GRAD","02-HS_GRAD"
4074,"04-LT55K","3","Y","02-HS_GRAD","04-ASSOC"
7759,"05-LT70K","3","Y","01-HS_DNF","05-BACC"
9416,"06-LT85K","3","Y","05-BACC","05-BACC"
6068,"06-LT85K","3","Y","02-HS_GRAD","04-ASSOC"
5756,"05-LT70K","3","Y","02-HS_GRAD","03-SOMECOL"
482,"02-LT35K","2","Y","02-HS_GRAD","03-SOMECOL"
7891,"03-LT45K","3","Y","05-BACC","05-BACC"
1473,"08-LT120K","3","Y","02-HS_GRAD","06-MASTER"
4650,"02-LT35K","1","Y","05-BACC","05-BACC"
8515,"05-LT70K","1","Y","03-SOMECOL","02-HS_GRAD"
9046,"05-LT70K","3","Y","04-ASSOC","02-HS_GRAD"
5328,"05-LT70K","3","Y","01-HS_DNF","01-HS_DNF"
4124,"03-LT45K","3","Y","04-ASSOC","05-BACC"
5131,"03-LT45K","3","Y","04-ASSOC","04-ASSOC"
7503,"05-LT70K","3","Y","01-HS_DNF","01-HS_DNF"
3873,"04-LT55K","3","Y","00-UNKNOWN","05-BACC"
6674,"09-GE120K","3","N","00-UNKNOWN","00-UNKNOWN"
7646,"05-LT70K","3","Y","00-UNKNOWN","00-UNKNOWN"
3,"06-LT85K","3","Y","07-DOCTOR","07-DOCTOR"
2667,"08-LT120K","3","Y","02-HS_GRAD","02-HS_GRAD"
8897,"05-LT70K","2","Y","02-HS_GRAD","02-HS_GRAD"
3080,"04-LT55K","3","Y","02-HS_GRAD","00-UNKNOWN"
8548,"06-LT85K","3","Y","06-MASTER","01-HS_DNF"
9536,"09-GE120K","3","Y","02-HS_GRAD","02-HS_GRAD"
9971,"09-GE120K","3","Y","02-HS_GRAD","02-HS_GRAD"
3582,"02-LT35K","2","N","03-SOMECOL","02-HS_GRAD"
8406,"09-GE120K","3","Y","05-BACC","03-SOMECOL"
5274,"03-LT45K","3","Y","02-HS_GRAD","05-BACC"
1370,"07-LT100K","3","Y","02-HS_GRAD","02-HS_GRAD"
8883,"09-GE120K","3","Y","05-BACC","05-BACC"
1306,"06-LT85K","3","Y","03-SOMECOL","01-HS_DNF"
3214,"06-LT85K","3","Y","04-ASSOC","04-ASSOC"
4264,"01-LT25K","3","Y","07-DOCTOR","04-ASSOC"
4853,"03-LT45K","3","Y","05-BACC","03-SOMECOL"
766,"01-LT25K","2","Y","02-HS_GRAD","01-HS_DNF"
4004,"05-LT70K","3","Y","03-SOMECOL","00-UNKNOWN"
7542,"02-LT35K","3","Y","05-BACC","06-MASTER"
8417,"07-LT100K","3","Y","02-HS_GRAD","05-BACC"
336,"05-LT70K","3","Y","01-HS_DNF","02-HS_GRAD"
9461,"03-LT45K","2","Y","05-BACC","06-MASTER"
1889,"06-LT85K","3","Y","03-SOMECOL","03-SOMECOL"
230,"06-LT85K","2","Y","02-HS_GRAD","00-UNKNOWN"
1700,"01-LT25K","1","N","00-UNKNOWN","00-UNKNOWN"
2300,"04-LT55K","3","Y","00-UNKNOWN","06-MASTER"
3186,"05-LT70K","3","Y","04-ASSOC","05-BACC"
3077,"06-LT85K","3","Y","03-SOMECOL","02-HS_GRAD"
6668,"05-LT70K","1","Y","02-HS_GRAD","07-DOCTOR"
363,"05-LT70K","3","N","05-BACC","05-BACC"
6485,"08-LT120K","1","Y","03-SOMECOL","05-BACC"
6157,"07-LT100K","3","Y","02-HS_GRAD","02-HS_GRAD"
5052,"06-LT85K","3","Y","02-HS_GRAD","02-HS_GRAD"
7118,"05-LT70K","3","N","01-HS_DNF","00-UNKNOWN"
3043,"03-LT45K","3","Y","05-BACC","01-HS_DNF"
6258,"06-LT85K","1","N","05-BACC","05-BACC"
8544,"03-LT45K","3","Y","00-UNKNOWN","00-UNKNOWN"
8469,"05-LT70K","2","Y","05-BACC","03-SOMECOL"
8324,"06-LT85K","3","Y","01-HS_DNF","02-HS_GRAD"
7181,"06-LT85K","2","Y","02-HS_GRAD","05-BACC"
2213,"05-LT70K","3","Y","02-HS_GRAD","02-HS_GRAD"
1246,"07-LT100K","3","Y","04-ASSOC","03-SOMECOL"
829,"05-LT70K","3","Y","02-HS_GRAD","04-ASSOC"
7859,"04-LT55K","3","Y","06-MASTER","00-UNKNOWN"
373,"08-LT120K","2","Y","06-MASTER","04-ASSOC"
9264,"09-GE120K","3","Y","04-ASSOC","01-HS_DNF"
3566,"06-LT85K","2","N","05-BACC","05-BACC"
7836,"07-LT100K","3","Y","03-SOMECOL","02-HS_GRAD"
9327,"01-LT25K","3","Y","06-MASTER","01-HS_DNF"
658,"03-LT45K","2","Y","02-HS_GRAD","01-HS_DNF"
2706,"06-LT85K","3","N","05-BACC","07-DOCTOR"
543,"05-LT70K","3","Y","02-HS_GRAD","02-HS_GRAD"
5647,"05-LT70K","3","Y","05-BACC","05-BACC"
6031,"05-LT70K","3","Y","06-MASTER","02-HS_GRAD"
2341,"04-LT55K","2","Y","02-HS_GRAD","02-HS_GRAD"
5793,"04-LT55K","3","Y","00-UNKNOWN","00-UNKNOWN"
3706,"08-LT120K","3","Y","01-HS_DNF","01-HS_DNF"
6266,"01-LT25K","1","Y","03-SOMECOL","04-ASSOC"
2045,"03-LT45K","3","Y","02-HS_GRAD","03-SOMECOL"
7369,"06-LT85K","3","Y","03-SOMECOL","05-BACC"
2835,"03-LT45K","3","Y","02-HS_GRAD","02-HS_GRAD"
9236,"07-LT100K","3","Y","02-HS_GRAD","05-BACC"
2141,"04-LT55K","3","Y","02-HS_GRAD","02-HS_GRAD"
8071,"04-LT55K","3","Y","01-HS_DNF","01-HS_DNF"
1735,"07-LT100K","3","Y","02-HS_GRAD","02-HS_GRAD"
7731,NA,NA,"Y",NA,NA
1459,"01-LT25K","1","Y","03-SOMECOL","04-ASSOC"
8914,"06-LT85K","3","Y","02-HS_GRAD","02-HS_GRAD"
8891,"02-LT35K","3","Y","02-HS_GRAD","02-HS_GRAD"
4523,"06-LT85K",NA,"Y","02-HS_GRAD","02-HS_GRAD"
6356,"07-LT100K","3","Y","02-HS_GRAD","03-SOMECOL"
2315,"07-LT100K","3","Y","05-BACC","05-BACC"
405,"07-LT100K","3","Y","04-ASSOC","00-UNKNOWN"
70,"08-LT120K","3","Y","02-HS_GRAD","02-HS_GRAD"
7193,"02-LT35K","3","N","04-ASSOC","05-BACC"
9734,"06-LT85K","1","Y","05-BACC","05-BACC"
4624,"02-LT35K","2","Y","01-HS_DNF","01-HS_DNF"
7874,"04-LT55K","3","Y","04-ASSOC","04-ASSOC"
6175,"04-LT55K","3","Y","02-HS_GRAD","02-HS_GRAD"
8960,"06-LT85K","3","Y","03-SOMECOL","02-HS_GRAD"
1512,"03-LT45K","3","Y","02-HS_GRAD","04-ASSOC"
4066,"02-LT35K","1","Y","03-SOMECOL","05-BACC"
