"ID","INCOME_RANGE_CODE","EMPLOYMENT_LVL_CODE","ENGLISH_LANGUAGE_NATIVE","HIGHEST_ED_LVL_CODE_MOTHER","HIGHEST_ED_LVL_CODE_FATHER"
999,"01-LT25K","3","Y","05-BACC","02-HS_GRAD"
6872,"07-LT100K","1","Y","02-HS_GRAD","02-HS_GRAD"
9755,"07-LT100K","2","Y","02-HS_GRAD","03-SOMECOL"
4656,"05-LT70K","3","Y","04-ASSOC","03-SOMECOL"
4966,"07-LT100K","3","Y","00-UNKNOWN","00-UNKNOWN"
9394,"06-LT85K","2","Y","03-SOMECOL","02-HS_GRAD"
115,"05-LT70K","3","Y","01-HS_DNF","01-HS_DNF"
3511,"04-LT55K","3","Y","03-SOMECOL","03-SOMECOL"
7820,"01-LT25K","1","Y","01-HS_DNF","01-HS_DNF"
3180,"09-GE120K","3","Y","04-ASSOC","02-HS_GRAD"
2218,"07-LT100K","3","Y","02-HS_GRAD","02-HS_GRAD"
3474,"05-LT70K","3","Y","02-HS_GRAD","04-ASSOC"
2805,"07-LT100K",NA,"Y","03-SOMECOL","07-DOCTOR"
8785,"01-LT25K","1",NA,NA,NA
651,"07-LT100K","3","Y","03-SOMECOL","03-SOMECOL"
3161,"08-LT120K","3","Y","07-DOCTOR","05-BACC"
4339,"06-LT85K","3","Y","01-HS_DNF","00-UNKNOWN"
6111,"06-LT85K","3","Y","01-HS_DNF","02-HS_GRAD"
4445,"04-LT55K","3","Y","01-HS_DNF","02-HS_GRAD"
969,"08-LT120K",NA,"N","01-HS_DNF","02-HS_GRAD"
1921,"01-LT25K","2","Y","07-DOCTOR","05-BACC"
1394,"04-LT55K","2","Y","02-HS_GRAD","03-SOMECOL"
5856,"09-GE120K",NA,"Y","06-MASTER","05-BACC"
5892,"04-LT55K","3","Y","02-HS_GRAD","02-HS_GRAD"
3751,"05-LT70K","3","Y","02-HS_GRAD","01-HS_DNF"
7954,"01-LT25K","1","Y","01-HS_DNF","04-ASSOC"
563,"09-GE120K","3","Y","02-HS_GRAD","02-HS_GRAD"
18,"08-LT120K","3","Y","02-HS_GRAD","05-BACC"
5949,"08-LT120K","1","Y","01-HS_DNF","02-HS_GRAD"
3208,"05-LT70K","2","Y","02-HS_GRAD","01-HS_DNF"
9255,"04-LT55K","1","Y","01-HS_DNF","01-HS_DNF"
3921,"06-LT85K","3","Y","04-ASSOC","00-UNKNOWN"
9699,"05-LT70K","3","Y","02-HS_GRAD","04-ASSOC"
4580,"01-LT25K","1","Y","00-UNKNOWN","00-UNKNOWN"
608,"04-LT55K","3","Y","01-HS_DNF","01-HS_DNF"
9047,"07-LT100K","1","Y","04-ASSOC","06-MASTER"
1245,"01-LT25K","1","Y","02-HS_GRAD","02-HS_GRAD"
5415,"02-LT35K","3","Y","05-BACC","03-SOMECOL"
7140,"06-LT85K","1","N","07-DOCTOR","05-BACC"
7134,"05-LT70K","1","Y","02-HS_GRAD","03-SOMECOL"
5237,"08-LT120K","3","Y","05-BACC","07-DOCTOR"
6954,"01-LT25K","2","Y","01-HS_DNF","01-HS_DNF"
175,"09-GE120K",NA,"Y","02-HS_GRAD","03-SOMECOL"
2418,"04-LT55K","3","N","00-UNKNOWN","06-MASTER"
9333,"04-LT55K","3","Y","02-HS_GRAD","03-SOMECOL"
5779,"02-LT35K","3","Y","01-HS_DNF","00-UNKNOWN"
108,"09-GE120K","3","Y","05-BACC","05-BACC"
3692,"09-GE120K",NA,"Y","04-ASSOC","06-MASTER"
6148,"02-LT35K","3","Y","02-HS_GRAD","01-HS_DNF"
5119,"08-LT120K","3","Y","05-BACC","05-BACC"
8505,NA,"1","Y",NA,NA
1979,"07-LT100K","3","Y","02-HS_GRAD","07-DOCTOR"
2661,"06-LT85K","3","Y","04-ASSOC","05-BACC"
2034,"09-GE120K","3","Y","03-SOMECOL","02-HS_GRAD"
6414,"09-GE120K","3","Y","03-SOMECOL","05-BACC"
6524,"08-LT120K","3","Y","03-SOMECOL","01-HS_DNF"
174,"07-LT100K","3","Y","05-BACC","05-BACC"
785,"02-LT35K","2","Y","01-HS_DNF","01-HS_DNF"
8949,"04-LT55K","1","Y","06-MASTER","03-SOMECOL"
3230,"03-LT45K","3","Y","03-SOMECOL","03-SOMECOL"
6661,"05-LT70K","3","Y","05-BACC","05-BACC"
1190,"09-GE120K","3","Y","03-SOMECOL","06-MASTER"
636,"07-LT100K","2","Y","01-HS_DNF","01-HS_DNF"
4783,"09-GE120K","3","Y","05-BACC","05-BACC"
5878,"01-LT25K","1","N","00-UNKNOWN","00-UNKNOWN"
3046,"08-LT120K","2","Y","01-HS_DNF","03-SOMECOL"
3392,"09-GE120K","3","Y","07-DOCTOR","07-DOCTOR"
5484,"09-GE120K","3","Y","03-SOMECOL","06-MASTER"
3094,"07-LT100K","3","Y","06-MASTER","02-HS_GRAD"
3593,"05-LT70K","2","N","02-HS_GRAD","02-HS_GRAD"
6863,"04-LT55K","2","Y","02-HS_GRAD","02-HS_GRAD"
4167,"09-GE120K","3","Y","03-SOMECOL","02-HS_GRAD"
2639,"08-LT120K","3","Y","04-ASSOC","01-HS_DNF"
4138,"09-GE120K","3","Y","02-HS_GRAD","01-HS_DNF"
9590,"04-LT55K","3","Y","01-HS_DNF","01-HS_DNF"
7073,"08-LT120K","3","Y","01-HS_DNF","03-SOMECOL"
6384,"06-LT85K","3","Y","02-HS_GRAD","02-HS_GRAD"
9048,"09-GE120K","2","Y","05-BACC","05-BACC"
2260,"02-LT35K","3","Y","01-HS_DNF","01-HS_DNF"
7411,"07-LT100K","3","Y","01-HS_DNF","02-HS_GRAD"
8462,"06-LT85K","3","Y","04-ASSOC","02-HS_GRAD"
5741,"09-GE120K","3","Y","03-SOMECOL","03-SOMECOL"
3714,"05-LT70K","3","Y","02-HS_GRAD","02-HS_GRAD"
4609,"06-LT85K","3","Y","03-SOMECOL","02-HS_GRAD"
8389,"02-LT35K","3","Y","03-SOMECOL","03-SOMECOL"
8872,"03-LT45K","4","Y","02-HS_GRAD","03-SOMECOL"
3243,"07-LT100K",NA,"Y","03-SOMECOL","03-SOMECOL"
413,"07-LT100K","3","Y","03-SOMECOL","01-HS_DNF"
783,"09-GE120K","1","Y","03-SOMECOL","06-MASTER"
4426,"06-LT85K","3","Y","03-SOMECOL","02-HS_GRAD"
7851,"05-LT70K","3","Y","01-HS_DNF","01-HS_DNF"
4809,"07-LT100K","3","N","01-HS_DNF","04-ASSOC"
5684,"08-LT120K","3","Y","01-HS_DNF","01-HS_DNF"
8801,"08-LT120K","3","Y","04-ASSOC","02-HS_GRAD"
8189,"09-GE120K","3","Y","05-BACC","06-MASTER"
1991,"09-GE120K","3","Y","03-SOMECOL","07-DOCTOR"
4082,"09-GE120K",NA,"Y","01-HS_DNF","01-HS_DNF"
2259,"04-LT55K","2","Y","01-HS_DNF","01-HS_DNF"
1639,"09-GE120K","3","Y","02-HS_GRAD","06-MASTER"
3924,"09-GE120K",NA,"Y","01-HS_DNF","02-HS_GRAD"
8049,"08-LT120K","3","Y","01-HS_DNF","01-HS_DNF"
5446,"04-LT55K","3","Y","04-ASSOC","02-HS_GRAD"
3804,"09-GE120K",NA,"Y","02-HS_GRAD","03-SOMECOL"
6463,"06-LT85K","3","Y","04-ASSOC","01-HS_DNF"
5976,"09-GE120K","3","Y","02-HS_GRAD","02-HS_GRAD"
3397,"08-LT120K","3","N","04-ASSOC","07-DOCTOR"
4210,"01-LT25K","1","Y","00-UNKNOWN","00-UNKNOWN"
1990,"07-LT100K","3","Y","03-SOMECOL","02-HS_GRAD"
5111,"07-LT100K","3","Y","02-HS_GRAD","02-HS_GRAD"
8325,"04-LT55K","3","Y","03-SOMECOL","05-BACC"
3380,"01-LT25K","1","Y","02-HS_GRAD","02-HS_GRAD"
8369,"06-LT85K","3","Y","03-SOMECOL","00-UNKNOWN"
8160,"06-LT85K","3","Y","04-ASSOC","02-HS_GRAD"
2115,"08-LT120K",NA,"Y","01-HS_DNF","00-UNKNOWN"
9694,NA,"1",NA,"01-HS_DNF","01-HS_DNF"
5717,"05-LT70K","3","Y","02-HS_GRAD","02-HS_GRAD"
3653,"08-LT120K","3","Y","01-HS_DNF","01-HS_DNF"
5965,"06-LT85K","3","Y","03-SOMECOL","03-SOMECOL"
5350,"06-LT85K","2","Y","00-UNKNOWN","00-UNKNOWN"
6468,"08-LT120K","3","Y","02-HS_GRAD","02-HS_GRAD"
6917,"07-LT100K","3","Y","06-MASTER","02-HS_GRAD"
4600,"08-LT120K","3","Y","03-SOMECOL","05-BACC"
1071,"07-LT100K","3","N","04-ASSOC","01-HS_DNF"
9900,"09-GE120K","3","Y","06-MASTER","02-HS_GRAD"
3293,"09-GE120K","3","Y","06-MASTER","03-SOMECOL"
9632,"06-LT85K","3","Y","02-HS_GRAD","01-HS_DNF"
4130,"05-LT70K","3","Y","02-HS_GRAD","02-HS_GRAD"
8754,"09-GE120K","2","Y","05-BACC","03-SOMECOL"
7873,"06-LT85K","3","Y","02-HS_GRAD","01-HS_DNF"
862,"08-LT120K","3","Y","03-SOMECOL","05-BACC"
2180,"08-LT120K",NA,"Y","03-SOMECOL","03-SOMECOL"
9143,"09-GE120K","3","Y","02-HS_GRAD","05-BACC"
6413,"01-LT25K","2","Y","04-ASSOC","03-SOMECOL"
9107,"04-LT55K","2","Y","03-SOMECOL","03-SOMECOL"
5478,"05-LT70K","3","Y","04-ASSOC","04-ASSOC"
4830,"08-LT120K","3","Y","01-HS_DNF","01-HS_DNF"
8712,"05-LT70K","3","Y","02-HS_GRAD","01-HS_DNF"
1228,"04-LT55K","3","Y","03-SOMECOL","03-SOMECOL"
9878,"04-LT55K","1","Y","01-HS_DNF","01-HS_DNF"
3889,"07-LT100K","3","Y","04-ASSOC","04-ASSOC"
1896,"07-LT100K","2","Y","02-HS_GRAD","02-HS_GRAD"
4867,"05-LT70K","3","Y","00-UNKNOWN","00-UNKNOWN"
2791,"06-LT85K","2","Y","03-SOMECOL","03-SOMECOL"
3994,"05-LT70K","1","Y","04-ASSOC","04-ASSOC"
8258,"07-LT100K","1","Y","02-HS_GRAD","02-HS_GRAD"
1506,"03-LT45K","3","Y","00-UNKNOWN","00-UNKNOWN"
4998,"04-LT55K","2","Y","05-BACC","03-SOMECOL"
416,"01-LT25K","3","Y","02-HS_GRAD","02-HS_GRAD"
7171,"08-LT120K","1","Y","02-HS_GRAD","02-HS_GRAD"
1701,"07-LT100K","3","N","01-HS_DNF","01-HS_DNF"
2487,"06-LT85K","2","Y","02-HS_GRAD","01-HS_DNF"
4199,"09-GE120K","1","Y","03-SOMECOL","01-HS_DNF"
4044,"01-LT25K","1","N","02-HS_GRAD","05-BACC"
1674,"08-LT120K","3","Y","06-MASTER","02-HS_GRAD"
3323,"06-LT85K","2","Y","03-SOMECOL","02-HS_GRAD"
6718,"03-LT45K","3","Y","02-HS_GRAD","02-HS_GRAD"
1868,"08-LT120K","3","Y","03-SOMECOL","03-SOMECOL"
406,"07-LT100K","3","Y","02-HS_GRAD","01-HS_DNF"
5191,"06-LT85K","3","Y","00-UNKNOWN","00-UNKNOWN"
6835,"05-LT70K","2","Y","02-HS_GRAD","02-HS_GRAD"
7828,"04-LT55K","3","Y","01-HS_DNF","01-HS_DNF"
489,NA,NA,"Y","02-HS_GRAD","02-HS_GRAD"
2097,"04-LT55K","3","Y","02-HS_GRAD","02-HS_GRAD"
1335,"07-LT100K",NA,"Y","02-HS_GRAD","04-ASSOC"
178,"09-GE120K","3","Y","01-HS_DNF","04-ASSOC"
1003,"09-GE120K","3","Y","03-SOMECOL","03-SOMECOL"
2911,"09-GE120K","3","Y","03-SOMECOL","02-HS_GRAD"
7737,"04-LT55K","3","Y","03-SOMECOL","03-SOMECOL"
3703,"08-LT120K",NA,"Y","04-ASSOC","04-ASSOC"
1267,"06-LT85K","3","Y","02-HS_GRAD","04-ASSOC"
8546,"04-LT55K","3","Y","04-ASSOC","04-ASSOC"
542,"06-LT85K","3","Y","03-SOMECOL","03-SOMECOL"
9946,"02-LT35K","3","Y","03-SOMECOL","03-SOMECOL"
345,"06-LT85K","3","Y","01-HS_DNF","01-HS_DNF"
1382,"04-LT55K","3","Y","03-SOMECOL","01-HS_DNF"
668,"04-LT55K","3","Y","05-BACC","05-BACC"
6571,"04-LT55K","3","Y","05-BACC","02-HS_GRAD"
8880,"09-GE120K","3","N","05-BACC","05-BACC"
1583,"07-LT100K","3","Y","01-HS_DNF","02-HS_GRAD"
7020,"06-LT85K","3","Y","02-HS_GRAD","02-HS_GRAD"
1019,"04-LT55K","3","Y","05-BACC","00-UNKNOWN"
5079,NA,NA,NA,NA,NA
8210,"08-LT120K","3","Y","01-HS_DNF","01-HS_DNF"
8727,"08-LT120K","3","Y","02-HS_GRAD","02-HS_GRAD"
2135,"05-LT70K","3","Y","03-SOMECOL","01-HS_DNF"
9122,"06-LT85K","3","Y","05-BACC","03-SOMECOL"
6704,"06-LT85K","3","Y",NA,NA
7363,"08-LT120K","3","Y","02-HS_GRAD","04-ASSOC"
9379,"06-LT85K","3","Y","02-HS_GRAD","01-HS_DNF"
5542,"09-GE120K","1","Y","05-BACC","04-ASSOC"
4338,"02-LT35K","3","Y","02-HS_GRAD","00-UNKNOWN"
4943,"04-LT55K","3","Y","01-HS_DNF","01-HS_DNF"
5483,"04-LT55K","3","Y","01-HS_DNF","01-HS_DNF"
8493,"04-LT55K","3","Y","02-HS_GRAD","02-HS_GRAD"
6313,"04-LT55K","3","Y","02-HS_GRAD","02-HS_GRAD"
5618,"09-GE120K","3","Y","01-HS_DNF","01-HS_DNF"
4055,"03-LT45K","3","Y","01-HS_DNF","00-UNKNOWN"
3640,"09-GE120K","1","Y","05-BACC","01-HS_DNF"
4692,"04-LT55K","3","Y","01-HS_DNF","01-HS_DNF"
8089,"07-LT100K","2","Y","01-HS_DNF","01-HS_DNF"
5469,"03-LT45K","3","Y","05-BACC","06-MASTER"
435,"08-LT120K","3","N","05-BACC","05-BACC"
4630,"07-LT100K","1","Y","01-HS_DNF","02-HS_GRAD"
6907,"09-GE120K","3","Y","02-HS_GRAD","06-MASTER"
1874,"07-LT100K","3","Y","02-HS_GRAD","07-DOCTOR"
6628,"09-GE120K","3","Y","04-ASSOC","02-HS_GRAD"
2826,"08-LT120K","3","Y","01-HS_DNF","01-HS_DNF"
2592,"08-LT120K","3","Y","04-ASSOC","05-BACC"
9863,"03-LT45K","2","Y","04-ASSOC","02-HS_GRAD"
5201,"03-LT45K","3","Y","02-HS_GRAD","02-HS_GRAD"
5142,"08-LT120K","3","Y","02-HS_GRAD","02-HS_GRAD"
4663,"02-LT35K","3","Y","02-HS_GRAD","02-HS_GRAD"
6481,"02-LT35K",NA,"Y","02-HS_GRAD","02-HS_GRAD"
2885,"05-LT70K","3","Y","03-SOMECOL","04-ASSOC"
4466,"05-LT70K","1","Y","02-HS_GRAD","02-HS_GRAD"
5900,"07-LT100K","3","Y","02-HS_GRAD","02-HS_GRAD"
2942,"08-LT120K","3","Y","02-HS_GRAD","05-BACC"
1467,"04-LT55K","3","Y","04-ASSOC","06-MASTER"
2174,"08-LT120K","3","Y","05-BACC","05-BACC"
7030,"06-LT85K","3","Y","02-HS_GRAD","01-HS_DNF"
8477,"09-GE120K","1","Y","00-UNKNOWN","00-UNKNOWN"
7094,"03-LT45K","3","Y","04-ASSOC","05-BACC"
7262,"04-LT55K","3","Y","00-UNKNOWN","00-UNKNOWN"
2089,"08-LT120K","3","Y","03-SOMECOL","05-BACC"
9021,"09-GE120K","3","Y","03-SOMECOL","05-BACC"
790,"04-LT55K","3","Y","02-HS_GRAD","02-HS_GRAD"
5205,"06-LT85K","3","Y","01-HS_DNF","03-SOMECOL"
8050,"07-LT100K","3","Y","01-HS_DNF","01-HS_DNF"
7960,"09-GE120K","2","Y","05-BACC","03-SOMECOL"
3310,"09-GE120K",NA,"Y","01-HS_DNF","01-HS_DNF"
8237,"06-LT85K","3","Y","02-HS_GRAD","01-HS_DNF"
6172,NA,NA,"Y","06-MASTER","02-HS_GRAD"
4646,"05-LT70K","3","Y","02-HS_GRAD","02-HS_GRAD"
2129,"06-LT85K",NA,"Y","05-BACC","03-SOMECOL"
1121,"06-LT85K","3","Y","07-DOCTOR","02-HS_GRAD"
2446,"02-LT35K","1","Y","03-SOMECOL","02-HS_GRAD"
6672,"04-LT55K","3","Y","05-BACC","03-SOMECOL"
1814,"03-LT45K","3","Y","02-HS_GRAD","01-HS_DNF"
4230,"03-LT45K","3","Y","02-HS_GRAD","02-HS_GRAD"
5529,NA,"3","Y",NA,NA
2021,"08-LT120K","3","Y","02-HS_GRAD","01-HS_DNF"
8120,"09-GE120K","3","Y","02-HS_GRAD","02-HS_GRAD"
1626,"05-LT70K","3","Y","01-HS_DNF","01-HS_DNF"
4601,"08-LT120K","3","Y","02-HS_GRAD","06-MASTER"
2780,"04-LT55K","3","Y","04-ASSOC","04-ASSOC"
9552,"05-LT70K","3","Y","02-HS_GRAD","02-HS_GRAD"
3179,"06-LT85K","3","Y","03-SOMECOL","05-BACC"
4053,"04-LT55K","3","Y","03-SOMECOL","03-SOMECOL"
8722,"07-LT100K","3","Y","00-UNKNOWN","03-SOMECOL"
6749,"06-LT85K","3","Y","03-SOMECOL","04-ASSOC"
6743,"01-LT25K","3","Y","02-HS_GRAD","02-HS_GRAD"
9585,"03-LT45K","3","Y","02-HS_GRAD","01-HS_DNF"
6281,"04-LT55K","3","Y","03-SOMECOL","01-HS_DNF"
4080,"07-LT100K","3","Y","02-HS_GRAD","02-HS_GRAD"
9795,"05-LT70K","3","Y","02-HS_GRAD","04-ASSOC"
4661,"05-LT70K","3","Y","05-BACC","05-BACC"
7267,"07-LT100K","2","Y","02-HS_GRAD","05-BACC"
2670,"03-LT45K","3","Y","00-UNKNOWN","00-UNKNOWN"
573,"04-LT55K","2","Y","07-DOCTOR","07-DOCTOR"
5490,"03-LT45K","3","Y","05-BACC","02-HS_GRAD"
9974,"07-LT100K","3","Y","04-ASSOC","06-MASTER"
2616,"04-LT55K","2","Y","03-SOMECOL","05-BACC"
6725,"08-LT120K","3","Y","02-HS_GRAD","02-HS_GRAD"
8438,NA,"3","Y","02-HS_GRAD","02-HS_GRAD"
4041,"08-LT120K","3","Y","02-HS_GRAD","03-SOMECOL"
9382,"08-LT120K","3","Y","02-HS_GRAD","03-SOMECOL"
3906,"05-LT70K","3","Y","03-SOMECOL","05-BACC"
2483,"04-LT55K","3","Y","01-HS_DNF","01-HS_DNF"
8926,"06-LT85K","3","Y","04-ASSOC","02-HS_GRAD"
6632,"07-LT100K","3","Y","03-SOMECOL","02-HS_GRAD"
8841,"06-LT85K","3","Y","02-HS_GRAD","02-HS_GRAD"
1401,"05-LT70K","3","Y","03-SOMECOL","02-HS_GRAD"
6590,"03-LT45K","3","Y","02-HS_GRAD","02-HS_GRAD"
7379,"05-LT70K","3","Y","04-ASSOC","02-HS_GRAD"
1196,"02-LT35K","3","Y","02-HS_GRAD","02-HS_GRAD"
6102,"04-LT55K","3","Y","02-HS_GRAD","02-HS_GRAD"
8282,"04-LT55K",NA,"Y","03-SOMECOL","03-SOMECOL"
9984,"08-LT120K","3",NA,"05-BACC","02-HS_GRAD"
9883,"06-LT85K","3","Y","05-BACC","03-SOMECOL"
9561,"08-LT120K","3","Y","04-ASSOC","05-BACC"
9703,"04-LT55K","3","Y","05-BACC","05-BACC"
5678,"05-LT70K","3","Y","05-BACC","06-MASTER"
261,"04-LT55K","3","Y","03-SOMECOL","04-ASSOC"
4633,"09-GE120K","3","Y","01-HS_DNF","01-HS_DNF"
112,"05-LT70K","3","Y","02-HS_GRAD","02-HS_GRAD"
4347,"05-LT70K","3","N","02-HS_GRAD","02-HS_GRAD"
92,"04-LT55K","3","Y","01-HS_DNF","01-HS_DNF"
7966,"07-LT100K","3","Y","03-SOMECOL","01-HS_DNF"
5852,"06-LT85K","2","Y","04-ASSOC","03-SOMECOL"
4969,"06-LT85K","3","N","01-HS_DNF","01-HS_DNF"
3895,"04-LT55K","3","Y","01-HS_DNF","01-HS_DNF"
7151,"09-GE120K","3","Y","02-HS_GRAD","02-HS_GRAD"
6117,"06-LT85K","3","Y","02-HS_GRAD","01-HS_DNF"
4008,"06-LT85K","3","Y","03-SOMECOL","01-HS_DNF"
3766,"09-GE120K","3","Y","05-BACC","05-BACC"
7974,"08-LT120K","3","Y","02-HS_GRAD","02-HS_GRAD"
5394,"05-LT70K",NA,"Y","01-HS_DNF","01-HS_DNF"
457,"04-LT55K","2","Y","05-BACC","03-SOMECOL"
5102,"06-LT85K","3","Y","01-HS_DNF","01-HS_DNF"
7883,"06-LT85K","3","Y","02-HS_GRAD","04-ASSOC"
530,"02-LT35K","3","Y","00-UNKNOWN","00-UNKNOWN"
1629,"05-LT70K","3","Y","04-ASSOC","04-ASSOC"
6304,"05-LT70K","3","Y","02-HS_GRAD","02-HS_GRAD"
1373,"03-LT45K","3","Y","02-HS_GRAD","05-BACC"
849,"08-LT120K","3","Y",NA,NA
3988,"04-LT55K","3","Y","02-HS_GRAD","05-BACC"
4726,"08-LT120K","3","Y","01-HS_DNF","02-HS_GRAD"
8152,NA,NA,"Y","02-HS_GRAD","02-HS_GRAD"
6238,"09-GE120K","2","Y","02-HS_GRAD","05-BACC"
9933,"07-LT100K","3","Y","04-ASSOC","00-UNKNOWN"
4375,"09-GE120K","3","Y","02-HS_GRAD","00-UNKNOWN"
4627,"03-LT45K","3","Y","01-HS_DNF","01-HS_DNF"
8236,"08-LT120K","3","Y","02-HS_GRAD","01-HS_DNF"
7962,"02-LT35K","1","Y","00-UNKNOWN","05-BACC"
4399,"08-LT120K","2","N","05-BACC","07-DOCTOR"
4712,"06-LT85K","3","Y","00-UNKNOWN","00-UNKNOWN"
6507,"06-LT85K","3","Y","03-SOMECOL","04-ASSOC"
3646,"06-LT85K","3","Y","05-BACC","01-HS_DNF"
5176,"08-LT120K","3","Y","02-HS_GRAD","02-HS_GRAD"
7184,NA,"3","Y","02-HS_GRAD","01-HS_DNF"
7609,"05-LT70K","3","Y","04-ASSOC","01-HS_DNF"
2032,"07-LT100K","3","Y","06-MASTER","02-HS_GRAD"
8190,"07-LT100K","2","N","02-HS_GRAD","04-ASSOC"
8490,"08-LT120K","3","Y","02-HS_GRAD","02-HS_GRAD"
746,"07-LT100K","3","Y","03-SOMECOL","01-HS_DNF"
1716,"04-LT55K","3","Y","03-SOMECOL","03-SOMECOL"
2250,"04-LT55K","2","Y","05-BACC","07-DOCTOR"
9775,"06-LT85K","3","Y","03-SOMECOL","03-SOMECOL"
3523,"04-LT55K","3","Y","02-HS_GRAD","01-HS_DNF"
201,"07-LT100K","3","Y","02-HS_GRAD","03-SOMECOL"
5962,"03-LT45K","3","Y","02-HS_GRAD","01-HS_DNF"
2427,"09-GE120K","3","Y","01-HS_DNF","01-HS_DNF"
6128,"09-GE120K",NA,"N","05-BACC","05-BACC"
9822,"07-LT100K","3","Y","01-HS_DNF","05-BACC"
2968,"09-GE120K","2","Y","07-DOCTOR","07-DOCTOR"
7263,"05-LT70K","2","Y","04-ASSOC","01-HS_DNF"
526,"06-LT85K","3","Y","01-HS_DNF","01-HS_DNF"
3618,"09-GE120K","1","Y","02-HS_GRAD","02-HS_GRAD"
4704,"03-LT45K","3","Y","04-ASSOC","02-HS_GRAD"
5317,"04-LT55K","3","Y","02-HS_GRAD","01-HS_DNF"
1100,"07-LT100K","3","Y","02-HS_GRAD","04-ASSOC"
6556,"04-LT55K","3","Y","00-UNKNOWN","00-UNKNOWN"
8692,"07-LT100K",NA,"Y","02-HS_GRAD","02-HS_GRAD"
8348,"01-LT25K","1","Y","02-HS_GRAD","02-HS_GRAD"
556,"05-LT70K","2","Y","05-BACC","01-HS_DNF"
9609,"08-LT120K","3","Y","05-BACC","03-SOMECOL"
7216,"06-LT85K","3","Y","00-UNKNOWN","00-UNKNOWN"
8090,"04-LT55K","3","Y","00-UNKNOWN","00-UNKNOWN"
3181,"08-LT120K","3","Y","02-HS_GRAD","02-HS_GRAD"
6956,"06-LT85K","3","Y","05-BACC","03-SOMECOL"
8281,"07-LT100K",NA,"Y","00-UNKNOWN","00-UNKNOWN"
1177,"05-LT70K","1","Y","02-HS_GRAD","03-SOMECOL"
648,"06-LT85K","3","Y","02-HS_GRAD","07-DOCTOR"
2814,"04-LT55K","3","Y","03-SOMECOL","02-HS_GRAD"
931,"03-LT45K",NA,"Y","07-DOCTOR","02-HS_GRAD"
111,"09-GE120K","2","Y","05-BACC","05-BACC"
7917,"07-LT100K","3","Y","02-HS_GRAD","04-ASSOC"
491,"03-LT45K","3","N","03-SOMECOL","06-MASTER"
9866,"08-LT120K","3","Y","01-HS_DNF","01-HS_DNF"
9951,"05-LT70K","3","Y",NA,"05-BACC"
1812,"03-LT45K","3","Y","01-HS_DNF","01-HS_DNF"
6263,"08-LT120K","3","Y","04-ASSOC","02-HS_GRAD"
8769,"01-LT25K","1","Y","03-SOMECOL","02-HS_GRAD"
4089,"06-LT85K","3","Y","02-HS_GRAD","02-HS_GRAD"
4172,NA,NA,NA,NA,NA
1167,"09-GE120K","3","Y","03-SOMECOL","01-HS_DNF"
5417,"03-LT45K","3","Y","02-HS_GRAD","05-BACC"
3738,"03-LT45K","3","Y","05-BACC","02-HS_GRAD"
6129,"06-LT85K","3","Y","04-ASSOC","04-ASSOC"
3376,NA,NA,"Y",NA,NA
8928,"08-LT120K","3","Y","04-ASSOC",NA
2301,"08-LT120K","3","Y","02-HS_GRAD","01-HS_DNF"
956,"06-LT85K","3","Y","07-DOCTOR","07-DOCTOR"
6272,"07-LT100K","3","Y","04-ASSOC","05-BACC"
7987,"03-LT45K","3","Y","02-HS_GRAD","01-HS_DNF"
4714,"08-LT120K","3","Y","02-HS_GRAD","02-HS_GRAD"
7479,"08-LT120K","3","Y","02-HS_GRAD","02-HS_GRAD"
114,"05-LT70K","3","Y","01-HS_DNF","01-HS_DNF"
1303,"05-LT70K","3","N","03-SOMECOL","02-HS_GRAD"
1908,"04-LT55K","3","Y","02-HS_GRAD","02-HS_GRAD"
7935,"04-LT55K","3","Y","02-HS_GRAD","00-UNKNOWN"
244,"09-GE120K","3",NA,"02-HS_GRAD","02-HS_GRAD"
1952,"06-LT85K","3","N","02-HS_GRAD","01-HS_DNF"
2170,"08-LT120K","3","Y","05-BACC","04-ASSOC"
9631,"02-LT35K","3","Y","01-HS_DNF","01-HS_DNF"
3163,"07-LT100K","3","Y","02-HS_GRAD","02-HS_GRAD"
2434,"07-LT100K","3","Y","03-SOMECOL","04-ASSOC"
6347,"06-LT85K","3","Y","04-ASSOC","02-HS_GRAD"
9521,"09-GE120K","3","Y","02-HS_GRAD","01-HS_DNF"
8208,"08-LT120K","1","Y","01-HS_DNF","01-HS_DNF"
6480,"02-LT35K","2","Y","03-SOMECOL","01-HS_DNF"
7097,"09-GE120K","3","Y","02-HS_GRAD","02-HS_GRAD"
1152,"04-LT55K","3","N","02-HS_GRAD","02-HS_GRAD"
4532,"09-GE120K","3","Y","01-HS_DNF","01-HS_DNF"
6132,"06-LT85K",NA,"N","02-HS_GRAD","02-HS_GRAD"
4832,"03-LT45K","2","N","01-HS_DNF","02-HS_GRAD"
391,"08-LT120K","3","Y","01-HS_DNF","00-UNKNOWN"
6641,"05-LT70K","3","Y","05-BACC","03-SOMECOL"
6008,"06-LT85K","3","Y","04-ASSOC","03-SOMECOL"
9213,"04-LT55K","1","Y","02-HS_GRAD","01-HS_DNF"
4805,"02-LT35K","3","Y","03-SOMECOL","05-BACC"
1983,"06-LT85K","3","Y","02-HS_GRAD","02-HS_GRAD"
8129,"04-LT55K","3","Y","00-UNKNOWN","00-UNKNOWN"
5843,"06-LT85K","3","Y","03-SOMECOL","02-HS_GRAD"
